Date,Sales,States,County
09/01/2024,8136,Missouri,Benton
09/01/2024,4576,Montana,Chouteau
09/01/2024,6956,Nebraska,Boyd
09/01/2024,3458,Nevada,Lander
09/01/2024,4114,New Hampshire,Rockingham
09/01/2024,6643,New Jersey,Gloucester
09/01/2024,6535,New Mexico,Doña Ana
09/01/2024,7536,New York,Chemung
09/01/2024,9815,North Carolina,Bertie
09/01/2024,1011,North Dakota,Burleigh
09/01/2024,4736,Ohio,Brown
09/01/2024,5054,Oklahoma,Caddo
09/01/2024,3755,Oregon,Curry
09/01/2024,4658,Pennsylvania,Bradford
09/01/2024,6604,South Carolina,Allendale
09/01/2024,5959,South Dakota,Bon Homme
09/01/2024,5000,Tennessee,Bledsoe
09/01/2024,9567,Texas,Aransas
09/01/2024,5515,Utah,Carbon
09/01/2024,9175,Vermont,Chittenden
09/01/2024,7875,Virginia,Amelia
09/01/2024,5696,Washington,Chelan
09/01/2024,4136,West Virginia,Braxton
09/01/2024,6981,Wisconsin,Bayfield
09/01/2024,6086,Wyoming,Carbon
15/01/2024,3830,Alabama,Blount
15/01/2024,1588,Alaska,Bristol Bay
15/01/2024,5088,Arizona,Graham
15/01/2024,4901,Arkansas,Boone
15/01/2024,5004,California,Calaveras
15/01/2024,9054,Colorado,Baca
15/01/2024,7958,Connecticut,New Haven
15/01/2024,6056,Florida,Bradford
15/01/2024,6731,Georgia,Baker
15/01/2024,6131,Hawaii,Kauai
15/01/2024,5531,Idaho,Bonner
15/01/2024,3975,Illinois,Cass
15/01/2024,9051,Indiana,Cass
15/01/2024,5717,Iowa,Bremer
15/01/2024,6745,Kansas,Chase
15/01/2024,7075,Kentucky,Bourbon
15/01/2024,5330,Louisiana,Caddo
15/01/2024,5435,Maine,Oxford
15/01/2024,6151,Maryland,Dorchester
15/01/2024,6164,Massachusetts,Middlesex
15/01/2024,5435,Michigan,Bay
15/01/2024,6563,Minnesota,Carlton
15/01/2024,7891,Mississippi,Chickasaw
15/01/2024,5876,Missouri,Bollinger
15/01/2024,8638,Montana,Custer
15/01/2024,6541,Nebraska,Brown
15/01/2024,4873,Nevada,Lincoln
15/01/2024,4845,New Hampshire,Strafford
15/01/2024,4917,New Jersey,Hudson
15/01/2024,9198,New Mexico,Eddy
15/01/2024,4151,New York,Chenango
15/01/2024,6398,North Carolina,Bladen
15/01/2024,4464,North Dakota,Cass
15/01/2024,9683,Ohio,Butler
15/01/2024,8686,Oklahoma,Canadian
15/01/2024,7578,Oregon,Deschutes
15/01/2024,5585,Pennsylvania,Bucks
15/01/2024,1366,South Carolina,Anderson
15/01/2024,9199,South Dakota,Brookings
15/01/2024,4115,Tennessee,Blount
15/01/2024,5305,Texas,Archer
15/01/2024,9588,Utah,Daggett
15/01/2024,6317,Vermont,Essex
15/01/2024,7587,Virginia,Amherst
15/01/2024,3811,Washington,Clallam
15/01/2024,5136,West Virginia,Brooke
15/01/2024,5454,Wisconsin,Brown
15/01/2024,5655,Wyoming,Converse
21/01/2024,9063,Alabama,Bullock
21/01/2024,9331,Alaska,Denali
21/01/2024,7355,Arizona,Greenlee
21/01/2024,6960,Arkansas,Bradley
21/01/2024,5896,California,Colusa
21/01/2024,1979,Colorado,Bent
21/01/2024,9697,Connecticut,New London
21/01/2024,4468,Florida,Brevard
21/01/2024,5133,Georgia,Baldwin
21/01/2024,1804,Hawaii,Maui
21/01/2024,3785,Idaho,Bonneville
21/01/2024,7441,Illinois,Champaign
21/01/2024,7056,Indiana,Clark
21/01/2024,6138,Iowa,Buchanan
21/01/2024,8736,Kansas,Chautauqua
21/01/2024,4035,Kentucky,Boyd
21/01/2024,5709,Louisiana,Calcasieu
21/01/2024,3430,Maine,Penobscot
21/01/2024,8151,Maryland,Frederick
21/01/2024,5895,Massachusetts,Nantucket
21/01/2024,5411,Michigan,Benzie
21/01/2024,3165,Minnesota,Carver
21/01/2024,7365,Mississippi,Choctaw
21/01/2024,5500,Missouri,Boone
21/01/2024,9448,Montana,Daniels
21/01/2024,9587,Nebraska,Buffalo
21/01/2024,1500,Nevada,Lyon
21/01/2024,7159,New Hampshire,Sullivan
21/01/2024,5154,New Jersey,Hunterdon
21/01/2024,8931,New Mexico,Grant
21/01/2024,5077,New York,Clinton
21/01/2024,3965,North Carolina,Brunswick
21/01/2024,9796,North Dakota,Cavalier
21/01/2024,7559,Ohio,Carroll
21/01/2024,5369,Oklahoma,Carter
21/01/2024,5990,Oregon,Douglas
21/01/2024,3499,Pennsylvania,Butler
21/01/2024,8690,South Carolina,Bamberg
21/01/2024,4074,South Dakota,Brown
21/01/2024,5567,Tennessee,Bradley
21/01/2024,6955,Texas,Armstrong
21/01/2024,9069,Utah,Davis
21/01/2024,3339,Vermont,Franklin
21/01/2024,5314,Virginia,Appomattox
21/01/2024,1868,Washington,Clark
21/01/2024,5006,West Virginia,Cabell
21/01/2024,3068,Wisconsin,Buffalo
21/01/2024,4306,Wyoming,Crook
27/01/2024,9680,Alabama,Butler
27/01/2024,9539,Alaska,Dillingham
27/01/2024,1513,Arizona,La Paz
27/01/2024,8714,Arkansas,Calhoun
27/01/2024,5595,California,Contra Costa
27/01/2024,4504,Colorado,Boulder
27/01/2024,3984,Connecticut,Tolland
27/01/2024,7419,Florida,Broward
27/01/2024,5438,Georgia,Banks
27/01/2024,8139,Idaho,Ada
27/01/2024,7675,Illinois,Adams
27/01/2024,5659,Indiana,Adams
27/01/2024,6049,Iowa,Adair
27/01/2024,6490,Kansas,Allen
27/01/2024,5609,Kentucky,Adair
27/01/2024,4790,Louisiana,Acadia
27/01/2024,1545,Maine,Androscoggin
27/01/2024,8580,Maryland,Allegany
27/01/2024,8588,Massachusetts,Barnstable
27/01/2024,7506,Michigan,Alcona
27/01/2024,4874,Minnesota,Aitkin
27/01/2024,7904,Mississippi,Adams
27/01/2024,5555,Missouri,Adair
27/01/2024,1667,Montana,Beaverhead
27/01/2024,9614,Nebraska,Adams
27/01/2024,1699,Nevada,Churchill
27/01/2024,8710,New Hampshire,Belknap
27/01/2024,5919,New Jersey,Atlantic
27/01/2024,5145,New Mexico,Bernalillo
27/01/2024,4619,New York,Albany
27/01/2024,6355,North Carolina,Alamance
27/01/2024,9569,North Dakota,Adams
27/01/2024,7484,Ohio,Adams
27/01/2024,9618,Oklahoma,Adair
27/01/2024,1859,Oregon,Baker
27/01/2024,5691,Pennsylvania,Adams
27/01/2024,7668,Rhode Island,Bristol
27/01/2024,3403,South Carolina,Barnwell
27/01/2024,6759,South Dakota,Brule
27/01/2024,9980,Tennessee,Campbell
27/01/2024,3595,Texas,Atascosa
27/01/2024,7069,Utah,Duchesne
27/01/2024,7850,Vermont,Grand Isle
27/01/2024,8146,Virginia,Arlington
27/01/2024,1913,Washington,Columbia
27/01/2024,1458,West Virginia,Calhoun
27/01/2024,6465,Wisconsin,Burnett
27/01/2024,5586,Wyoming,Fremont
02/02/2024,5543,Alabama,Calhoun
02/02/2024,5638,Alaska,Fairbanks North Star
02/02/2024,1558,Arizona,Maricopa
02/02/2024,8181,Arkansas,Carroll
02/02/2024,8434,California,Del Norte
02/02/2024,5057,Colorado,Broomfield
02/02/2024,9154,Connecticut,Windham
02/02/2024,8957,Florida,Calhoun
02/02/2024,5760,Georgia,Barrow
02/02/2024,8067,Idaho,Adams
02/02/2024,4605,Illinois,Alexander
02/02/2024,6135,Indiana,Allen
02/02/2024,5383,Iowa,Adams
02/02/2024,5909,Kansas,Anderson
02/02/2024,9485,Kentucky,Allen
02/02/2024,9730,Louisiana,Allen
02/02/2024,7757,Maine,Aroostook
02/02/2024,5600,Maryland,Anne Arundel
02/02/2024,3358,Massachusetts,Berkshire
02/02/2024,8073,Michigan,Alger
02/02/2024,7446,Minnesota,Anoka
02/02/2024,5194,Mississippi,Alcorn
02/02/2024,8084,Missouri,Andrew
02/02/2024,5447,Montana,Big Horn
02/02/2024,9514,Nebraska,Antelope
02/02/2024,4669,Nevada,Clark
02/02/2024,6896,New Hampshire,Carroll
02/02/2024,9850,New Jersey,Bergen
02/02/2024,5890,New Mexico,Catron
02/02/2024,4570,New York,Allegany
02/02/2024,1657,North Carolina,Alexander
02/02/2024,5110,North Dakota,Barnes
02/02/2024,7353,Ohio,Allen
02/02/2024,3467,Oklahoma,Alfalfa
02/02/2024,7810,Oregon,Benton
02/02/2024,4306,Pennsylvania,Allegheny
02/02/2024,3533,Rhode Island,Kent
02/02/2024,5556,South Carolina,Beaufort
02/02/2024,5750,South Dakota,Buffalo
02/02/2024,4861,Tennessee,Cannon
02/02/2024,5653,Texas,Austin
02/02/2024,9938,Utah,Emery
02/02/2024,6069,Vermont,Lamoille
02/02/2024,8660,Virginia,Augusta
02/02/2024,7099,Washington,Cowlitz
02/02/2024,5657,West Virginia,Clay
02/02/2024,4117,Wisconsin,Calumet
02/02/2024,3117,Wyoming,Goshen
08/02/2024,8583,Alabama,Chambers
08/02/2024,5380,Alaska,Haines
08/02/2024,5585,Arizona,Mohave
08/02/2024,5950,Arkansas,Chicot
08/02/2024,1490,California,El Dorado
08/02/2024,6856,Colorado,Chaffee
08/02/2024,7869,Connecticut,Fairfield
08/02/2024,9189,Florida,Charlotte
08/02/2024,1854,Georgia,Bartow
08/02/2024,1686,Idaho,Bannock
08/02/2024,5545,Illinois,Bond
08/02/2024,7334,Indiana,Bartholomew
08/02/2024,6358,Iowa,Allamakee
08/02/2024,5077,Kansas,Atchison
08/02/2024,1379,Kentucky,Anderson
08/02/2024,1389,Louisiana,Ascension
08/02/2024,6677,Maine,Cumberland
08/02/2024,7149,Maryland,Baltimore
08/02/2024,4090,Massachusetts,Bristol
08/02/2024,7585,Michigan,Allegan
08/02/2024,8359,Minnesota,Becker
08/02/2024,6055,Mississippi,Amite
08/02/2024,9500,Missouri,Atchison
08/02/2024,4054,Montana,Blaine
08/02/2024,8189,Nebraska,Arthur
08/02/2024,1349,Nevada,Douglas
08/02/2024,5391,New Hampshire,Cheshire
08/02/2024,5688,New Jersey,Burlington
08/02/2024,1940,New Mexico,Chaves
08/02/2024,9347,New York,Bronx
08/02/2024,5089,North Carolina,Alleghany
08/02/2024,4765,North Dakota,Benson
08/02/2024,3634,Ohio,Ashland
08/02/2024,5455,Oklahoma,Atoka
08/02/2024,3515,Oregon,Clackamas
08/02/2024,7141,Pennsylvania,Armstrong
08/02/2024,5555,Rhode Island,Newport
08/02/2024,5367,South Carolina,Berkeley
08/02/2024,5555,South Dakota,Butte
08/02/2024,5337,Tennessee,Carroll
08/02/2024,4453,Texas,Bailey
08/02/2024,1793,Utah,Garfield
08/02/2024,7186,Vermont,Orange
08/02/2024,7368,Virginia,Bath
08/02/2024,8086,Washington,Douglas
08/02/2024,9941,West Virginia,Doddridge
08/02/2024,3583,Wisconsin,Chippewa
08/02/2024,5334,Wyoming,Hot Springs
14/02/2024,8718,Alabama,Cherokee
14/02/2024,6145,Alaska,Juneau
14/02/2024,6858,Arizona,Navajo
14/02/2024,5745,Arkansas,Clark
14/02/2024,5860,California,Fresno
14/02/2024,3850,Colorado,Cheyenne
14/02/2024,4163,Connecticut,Hartford
14/02/2024,7053,Florida,Citrus
14/02/2024,5793,Georgia,Ben Hill
14/02/2024,4593,Idaho,Bear Lake
14/02/2024,8336,Illinois,Boone
14/02/2024,5971,Indiana,Benton
14/02/2024,4164,Iowa,Appanoose
14/02/2024,5480,Kansas,Barber
14/02/2024,3510,Kentucky,Ballard
14/02/2024,1648,Louisiana,Assumption
14/02/2024,3566,Maine,Franklin
14/02/2024,3011,Maryland,Calvert
14/02/2024,1706,Massachusetts,Dukes
14/02/2024,5979,Michigan,Alpena
14/02/2024,8534,Minnesota,Beltrami
14/02/2024,4334,Mississippi,Attala
14/02/2024,7554,Missouri,Audrain
14/02/2024,9964,Montana,Broadwater
14/02/2024,5987,Nebraska,Banner
14/02/2024,7549,Nevada,Elko
14/02/2024,6133,New Hampshire,Coos
14/02/2024,6573,New Jersey,Camden
14/02/2024,3499,New Mexico,Cibola
14/02/2024,8551,New York,Broome
14/02/2024,1609,North Carolina,Anson
14/02/2024,5051,North Dakota,Billings
14/02/2024,6791,Ohio,Ashtabula
14/02/2024,5754,Oklahoma,Beaver
14/02/2024,8600,Oregon,Clatsop
14/02/2024,4505,Pennsylvania,Beaver
14/02/2024,5847,Rhode Island,Providence
14/02/2024,5565,South Carolina,Calhoun
14/02/2024,1611,South Dakota,Campbell
14/02/2024,7967,Tennessee,Carter
14/02/2024,8830,Texas,Bandera
14/02/2024,5951,Utah,Grand
14/02/2024,3693,Vermont,Orleans
14/02/2024,9149,Virginia,Bedford
14/02/2024,8695,Washington,Ferry
14/02/2024,4811,West Virginia,Fayette
14/02/2024,7955,Wisconsin,Clark
14/02/2024,3176,Wyoming,Johnson
20/02/2024,7569,Alabama,Autauga
20/02/2024,4331,Alaska,Aleutians East
20/02/2024,5738,Arizona,Apache
20/02/2024,5079,Arkansas,Arkansas
20/02/2024,5634,California,Alameda
20/02/2024,9519,Colorado,Adams
20/02/2024,4515,Connecticut,Litchfield
20/02/2024,5054,Florida,Clay
20/02/2024,9506,Georgia,Berrien
20/02/2024,7358,Idaho,Benewah
20/02/2024,3375,Illinois,Brown
20/02/2024,6959,Indiana,Blackford
20/02/2024,5350,Iowa,Audubon
20/02/2024,3183,Kansas,Barton
20/02/2024,5509,Kentucky,Barren
20/02/2024,6599,Louisiana,Avoyelles
20/02/2024,3918,Maine,Hancock
20/02/2024,6385,Maryland,Caroline
20/02/2024,8701,Massachusetts,Essex
20/02/2024,3751,Michigan,Antrim
20/02/2024,5635,Minnesota,Benton
20/02/2024,9378,Mississippi,Benton
20/02/2024,7940,Missouri,Barry
20/02/2024,5919,Montana,Carbon
20/02/2024,5456,Nebraska,Blaine
20/02/2024,6570,Nevada,Esmeralda
20/02/2024,7671,New Hampshire,Grafton
20/02/2024,1967,New Jersey,Cape May
20/02/2024,1315,New Mexico,Colfax
20/02/2024,9989,New York,Cattaraugus
20/02/2024,7501,North Carolina,Ashe
20/02/2024,6385,North Dakota,Bottineau
20/02/2024,4405,Ohio,Athens
20/02/2024,4056,Oklahoma,Beckham
20/02/2024,9575,Oregon,Columbia
20/02/2024,6583,Pennsylvania,Bedford
20/02/2024,5398,Rhode Island,Washington
20/02/2024,4836,South Carolina,Charleston
20/02/2024,3589,South Dakota,Aurora
20/02/2024,5650,Tennessee,Anderson
20/02/2024,9409,Texas,Anderson
20/02/2024,7713,Utah,Beaver
20/02/2024,3037,Vermont,Addison
20/02/2024,3433,Virginia,Accomack
20/02/2024,5056,Washington,Adams
20/02/2024,7415,West Virginia,Barbour
20/02/2024,7530,Wisconsin,Adams
26/02/2024,9058,Alabama,Baldwin
26/02/2024,8986,Alaska,Aleutians West
26/02/2024,6651,Arizona,Cochise
26/02/2024,5315,Arkansas,Ashley
26/02/2024,1154,California,Alpine
26/02/2024,9351,Colorado,Alamosa
26/02/2024,3155,Connecticut,Middlesex
26/02/2024,5185,Florida,Alachua
26/02/2024,1445,Georgia,Appling
26/02/2024,4993,Idaho,Bingham
26/02/2024,5545,Illinois,Bureau
26/02/2024,5501,Indiana,Boone
26/02/2024,9771,Iowa,Benton
26/02/2024,9945,Kansas,Bourbon
26/02/2024,5415,Kentucky,Bath
26/02/2024,5585,Louisiana,Beauregard
26/02/2024,3938,Maine,Kennebec
26/02/2024,5598,Maryland,Carroll
26/02/2024,5030,Massachusetts,Franklin
26/02/2024,9905,Michigan,Arenac
26/02/2024,9399,Minnesota,Big Stone
26/02/2024,7887,Mississippi,Bolivar
26/02/2024,3605,Missouri,Barton
26/02/2024,5566,Montana,Carter
26/02/2024,6400,Nebraska,Boone
26/02/2024,3836,Nevada,Eureka
26/02/2024,4971,New Hampshire,Hillsborough
26/02/2024,8487,New Jersey,Cumberland
26/02/2024,5557,New Mexico,Curry
26/02/2024,5715,New York,Cayuga
26/02/2024,5100,North Carolina,Avery
26/02/2024,6914,North Dakota,Bowman
26/02/2024,1748,Ohio,Auglaize
26/02/2024,3837,Oklahoma,Blaine
26/02/2024,5136,Oregon,Coos
26/02/2024,7014,Pennsylvania,Berks
26/02/2024,7953,Rhode Island,Bristol
26/02/2024,8873,South Carolina,Abbeville
26/02/2024,6061,South Dakota,Beadle
26/02/2024,9091,Tennessee,Bedford
26/02/2024,5511,Texas,Andrews
26/02/2024,1590,Utah,Box Elder
26/02/2024,8553,Vermont,Bennington
26/02/2024,8656,Virginia,Albemarle
26/02/2024,9573,Washington,Asotin
26/02/2024,3548,West Virginia,Berkeley
26/02/2024,1973,Wisconsin,Ashland
03/03/2024,5133,Alabama,Barbour
03/03/2024,9456,Alaska,Anchorage
03/03/2024,3590,Arizona,Coconino
03/03/2024,5646,Arkansas,Baxter
03/03/2024,5566,California,Amador
03/03/2024,4580,Colorado,Arapahoe
03/03/2024,5836,Connecticut,New Haven
03/03/2024,6500,Florida,Baker
03/03/2024,5756,Georgia,Atkinson
03/03/2024,5167,Idaho,Blaine
03/03/2024,5515,Illinois,Calhoun
03/03/2024,5404,Indiana,Brown
03/03/2024,8150,Iowa,Black Hawk
03/03/2024,5910,Kansas,Brown
03/03/2024,4775,Kentucky,Bell
03/03/2024,5897,Louisiana,Bienville
03/03/2024,6885,Maine,Knox
03/03/2024,1564,Maryland,Cecil
03/03/2024,1598,Massachusetts,Hampden
03/03/2024,8876,Michigan,Baraga
03/03/2024,3555,Minnesota,Blue Earth
03/03/2024,7564,Mississippi,Calhoun
03/03/2024,8791,Missouri,Bates
03/03/2024,8450,Montana,Cascade
03/03/2024,4301,Nebraska,Box Butte
03/03/2024,8545,Nevada,Humboldt
03/03/2024,4087,New Hampshire,Merrimack
03/03/2024,1998,New Jersey,Essex
03/03/2024,3599,New Mexico,De Baca
03/03/2024,8789,New York,Chautauqua
03/03/2024,3505,North Carolina,Beaufort
03/03/2024,5701,North Dakota,Burke
03/03/2024,8608,Ohio,Belmont
03/03/2024,4764,Oklahoma,Bryan
03/03/2024,1856,Oregon,Crook
03/03/2024,8435,Pennsylvania,Blair
03/03/2024,8555,Rhode Island,Kent
03/03/2024,9500,South Carolina,Aiken
03/03/2024,4995,South Dakota,Bennett
03/03/2024,1435,Tennessee,Benton
03/03/2024,3886,Texas,Angelina
03/03/2024,5571,Utah,Cache
03/03/2024,7998,Vermont,Caledonia
03/03/2024,5500,Virginia,Alleghany
03/03/2024,4674,Washington,Benton
03/03/2024,5363,West Virginia,Boone
03/03/2024,4598,Wisconsin,Barron
09/03/2024,9948,Alabama,Bibb
09/03/2024,3009,Alaska,Bethel
09/03/2024,5805,Arizona,Gila
09/03/2024,4454,Arkansas,Benton
09/03/2024,1493,California,Butte
09/03/2024,5910,Colorado,Archuleta
09/03/2024,4036,Connecticut,New London
09/03/2024,8619,Florida,Bay
09/03/2024,8714,Georgia,Bacon
09/03/2024,6178,Idaho,Boise
09/03/2024,4605,Illinois,Carroll
09/03/2024,7104,Indiana,Carroll
09/03/2024,5155,Iowa,Boone
09/03/2024,3064,Kansas,Butler
09/03/2024,3410,Kentucky,Boone
09/03/2024,8009,Louisiana,Bossier
09/03/2024,1141,Maine,Lincoln
09/03/2024,4700,Maryland,Charles
09/03/2024,4931,Massachusetts,Hampshire
09/03/2024,6840,Michigan,Barry
09/03/2024,5093,Minnesota,Brown
09/03/2024,7845,Mississippi,Carroll
09/03/2024,8550,Missouri,Benton
09/03/2024,5753,Montana,Chouteau
09/03/2024,1055,Nebraska,Boyd
09/03/2024,1056,Nevada,Lander
09/03/2024,4391,New Hampshire,Rockingham
09/03/2024,6115,New Jersey,Gloucester
09/03/2024,5666,New Mexico,Doña Ana
09/03/2024,3801,New York,Chemung
09/03/2024,8566,North Carolina,Bertie
09/03/2024,8935,North Dakota,Burleigh
09/03/2024,9157,Ohio,Brown
09/03/2024,9797,Oklahoma,Caddo
09/03/2024,6743,Oregon,Curry
09/03/2024,6519,Pennsylvania,Bradford
09/03/2024,8507,Rhode Island,Newport
09/03/2024,6608,South Carolina,Allendale
09/03/2024,5534,South Dakota,Bon Homme
09/03/2024,8115,Tennessee,Bledsoe
09/03/2024,5183,Texas,Aransas
09/03/2024,8870,Utah,Carbon
09/03/2024,4819,Vermont,Chittenden
09/03/2024,3367,Virginia,Amelia
09/03/2024,5786,Washington,Chelan
09/03/2024,9558,West Virginia,Braxton
09/03/2024,4343,Wisconsin,Bayfield
15/03/2024,8991,Alabama,Blount
15/03/2024,7454,Alaska,Bristol Bay
15/03/2024,3559,Arizona,Graham
15/03/2024,1753,Arkansas,Boone
15/03/2024,9588,California,Calaveras
15/03/2024,6465,Colorado,Baca
15/03/2024,5538,Connecticut,Tolland
15/03/2024,7688,Florida,Bradford
15/03/2024,8045,Georgia,Baker
15/03/2024,9881,Idaho,Bonner
15/03/2024,4553,Illinois,Cass
15/03/2024,6716,Indiana,Cass
15/03/2024,5538,Iowa,Bremer
15/03/2024,6568,Kansas,Chase
15/03/2024,6851,Kentucky,Bourbon
15/03/2024,1541,Louisiana,Caddo
15/03/2024,7843,Maine,Oxford
15/03/2024,5175,Maryland,Dorchester
15/03/2024,5960,Massachusetts,Middlesex
15/03/2024,8585,Michigan,Bay
15/03/2024,7377,Minnesota,Carlton
15/03/2024,9798,Mississippi,Chickasaw
15/03/2024,8567,Missouri,Bollinger
15/03/2024,6543,Montana,Custer
15/03/2024,1565,Nebraska,Brown
15/03/2024,7084,Nevada,Lincoln
15/03/2024,7859,New Hampshire,Strafford
15/03/2024,6395,New Jersey,Hudson
15/03/2024,1758,New Mexico,Eddy
15/03/2024,8061,New York,Chenango
15/03/2024,8038,North Carolina,Bladen
15/03/2024,6114,North Dakota,Cass
15/03/2024,5611,Ohio,Butler
15/03/2024,5853,Oklahoma,Canadian
15/03/2024,5554,Oregon,Deschutes
15/03/2024,9333,Pennsylvania,Bucks
15/03/2024,8185,Rhode Island,Providence
15/03/2024,3459,South Carolina,Anderson
15/03/2024,9179,South Dakota,Brookings
15/03/2024,1135,Tennessee,Blount
15/03/2024,4094,Texas,Archer
15/03/2024,5576,Utah,Daggett
15/03/2024,4985,Vermont,Essex
15/03/2024,6731,Virginia,Amherst
15/03/2024,1588,Washington,Clallam
15/03/2024,5634,West Virginia,Brooke
15/03/2024,8034,Wisconsin,Brown
21/03/2024,1039,Alabama,Bullock
21/03/2024,8379,Alaska,Denali
21/03/2024,1157,Arizona,Greenlee
21/03/2024,5489,Arkansas,Bradley
21/03/2024,9367,California,Colusa
21/03/2024,5757,Colorado,Bent
21/03/2024,3055,Connecticut,Windham
21/03/2024,7805,Florida,Brevard
21/03/2024,8870,Georgia,Baldwin
21/03/2024,7866,Idaho,Bonneville
21/03/2024,9089,Illinois,Champaign
21/03/2024,7865,Indiana,Clark
21/03/2024,5847,Iowa,Buchanan
21/03/2024,4550,Kansas,Chautauqua
21/03/2024,3709,Kentucky,Boyd
21/03/2024,9554,Louisiana,Calcasieu
21/03/2024,6797,Maine,Penobscot
21/03/2024,5895,Maryland,Frederick
21/03/2024,6015,Massachusetts,Nantucket
21/03/2024,5755,Michigan,Benzie
21/03/2024,8836,Minnesota,Carver
21/03/2024,8337,Mississippi,Choctaw
21/03/2024,6604,Missouri,Boone
21/03/2024,5907,Montana,Daniels
21/03/2024,1061,Nebraska,Buffalo
21/03/2024,1076,Nevada,Lyon
21/03/2024,5436,New Hampshire,Sullivan
21/03/2024,7390,New Jersey,Hunterdon
21/03/2024,1375,New Mexico,Grant
21/03/2024,5913,New York,Clinton
21/03/2024,3840,North Carolina,Brunswick
21/03/2024,4035,North Dakota,Cavalier
21/03/2024,8073,Ohio,Carroll
21/03/2024,9173,Oklahoma,Carter
21/03/2024,6185,Oregon,Douglas
21/03/2024,6183,Pennsylvania,Butler
21/03/2024,7761,Rhode Island,Washington
21/03/2024,5087,South Carolina,Bamberg
21/03/2024,8007,South Dakota,Brown
21/03/2024,9465,Tennessee,Bradley
21/03/2024,3883,Texas,Armstrong
21/03/2024,9060,Utah,Davis
21/03/2024,6155,Vermont,Franklin
21/03/2024,8736,Virginia,Appomattox
21/03/2024,5557,Washington,Clark
21/03/2024,4880,West Virginia,Cabell
21/03/2024,8849,Wisconsin,Buffalo
27/03/2024,5910,Alabama,Butler
27/03/2024,7751,Alaska,Dillingham
27/03/2024,6651,Arizona,La Paz
27/03/2024,1334,Arkansas,Calhoun
27/03/2024,3634,California,Contra Costa
27/03/2024,6985,Colorado,Boulder
27/03/2024,9854,Connecticut,Fairfield
27/03/2024,8119,Florida,Broward
27/03/2024,5565,Georgia,Banks
27/03/2024,6755,Idaho,Ada
27/03/2024,4575,Illinois,Adams
27/03/2024,5157,Indiana,Adams
27/03/2024,5470,Iowa,Adair
27/03/2024,5148,Kansas,Allen
27/03/2024,5849,Kentucky,Adair
27/03/2024,8578,Louisiana,Acadia
27/03/2024,5918,Maine,Androscoggin
27/03/2024,8816,Maryland,Allegany
27/03/2024,9555,Massachusetts,Barnstable
27/03/2024,8518,Michigan,Alcona
27/03/2024,7409,Minnesota,Aitkin
27/03/2024,5515,Mississippi,Adams
27/03/2024,9771,Missouri,Adair
27/03/2024,9343,Montana,Beaverhead
27/03/2024,7653,Nebraska,Adams
27/03/2024,1410,Nevada,Churchill
27/03/2024,8819,New Hampshire,Belknap
27/03/2024,1967,New Jersey,Atlantic
27/03/2024,1884,New Mexico,Bernalillo
27/03/2024,3866,New York,Albany
27/03/2024,5057,North Carolina,Alamance
27/03/2024,5858,North Dakota,Adams
27/03/2024,5367,Ohio,Adams
27/03/2024,6585,Oklahoma,Adair
27/03/2024,6665,Oregon,Baker
27/03/2024,5544,Pennsylvania,Adams
27/03/2024,3417,Rhode Island,Bristol
27/03/2024,5711,South Carolina,Barnwell
27/03/2024,5005,South Dakota,Brule
27/03/2024,4854,Tennessee,Campbell
27/03/2024,3861,Texas,Atascosa
27/03/2024,7559,Utah,Duchesne
27/03/2024,5775,Vermont,Grand Isle
27/03/2024,8345,Virginia,Arlington
27/03/2024,7405,Washington,Columbia
27/03/2024,1409,West Virginia,Calhoun
27/03/2024,8581,Wisconsin,Burnett
02/04/2024,6550,Alabama,Calhoun
02/04/2024,5674,Alaska,Fairbanks North Star
02/04/2024,4603,Arizona,Maricopa
02/04/2024,3559,Arkansas,Carroll
02/04/2024,5058,California,Del Norte
02/04/2024,7540,Colorado,Broomfield
02/04/2024,1590,Connecticut,Hartford
02/04/2024,4550,Florida,Calhoun
02/04/2024,6379,Georgia,Barrow
02/04/2024,8453,Idaho,Adams
02/04/2024,1619,Illinois,Alexander
02/04/2024,8019,Indiana,Allen
02/04/2024,6460,Iowa,Adams
02/04/2024,5094,Kansas,Anderson
02/04/2024,5557,Kentucky,Allen
02/04/2024,3195,Louisiana,Allen
02/04/2024,5811,Maine,Aroostook
02/04/2024,6593,Maryland,Anne Arundel
02/04/2024,8766,Massachusetts,Berkshire
02/04/2024,4446,Michigan,Alger
02/04/2024,8760,Minnesota,Anoka
02/04/2024,6751,Mississippi,Alcorn
02/04/2024,4585,Missouri,Andrew
02/04/2024,1313,Montana,Big Horn
02/04/2024,3805,Nebraska,Antelope
02/04/2024,9477,Nevada,Clark
02/04/2024,9711,New Hampshire,Carroll
02/04/2024,7510,New Jersey,Bergen
02/04/2024,7575,New Mexico,Catron
02/04/2024,5985,New York,Allegany
02/04/2024,1918,North Carolina,Alexander
02/04/2024,7375,North Dakota,Barnes
02/04/2024,7435,Ohio,Allen
02/04/2024,5554,Oklahoma,Alfalfa
02/04/2024,5385,Oregon,Benton
02/04/2024,8941,Pennsylvania,Allegheny
02/04/2024,3399,Rhode Island,Kent
02/04/2024,4151,South Carolina,Beaufort
02/04/2024,3465,South Dakota,Buffalo
02/04/2024,5451,Tennessee,Cannon
02/04/2024,5863,Texas,Austin
02/04/2024,9031,Utah,Emery
